;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;;Num PCs;Sat;NonSat;Und;Percent-Und
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((3, 'firstName'), (3, 'firstName'))))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HDaughter2Woman--('ADD_CLASS', 'Parent', True, 0) - Pos_FourMembers;0.7894736842105263;0.42105263157894735;0.42105263157894735;0.42105263157894735;0.7894736842105263;0.7894736842105263;0.42105263157894735;0.42105263157894735;0.42105263157894735;0.7894736842105263;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.42105263157894735;0.7894736842105263; ;358;2;40;316;=316* 100 / 358
HDaughter2Woman--('DELETE_ELEMENT', 7) - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;213;0;21;192;=192* 100 / 213
HDaughter2Woman--('RENAME_CLASS', 7, 'Person') - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;255;0;21;234;=234* 100 / 255
HSon2Man--('ADD_CLASS', 'Parent', True, 0) - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;1.0;1.0; ;358;0;42;316;=316* 100 / 358
HSon2Man--('DELETE_ELEMENT', 7) - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;213;0;21;192;=192* 100 / 213
HSon2Man--('RENAME_CLASS', 7, 'Person') - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;255;0;21;234;=234* 100 / 255
HCity2TownHall--('ADD_CLASS', 'Country', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Country', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Family', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Family', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Parent', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Parent', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Child', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Child', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Neighborhood', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Neighborhood', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'City', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'City', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'School', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'School', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Member', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Member', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'NamedElement', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'NamedElement', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Service', True, 0) - Pos_AssocCity;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;170;16;84;=84* 100 / 270
HCity2TownHall--('ADD_CLASS', 'Service', True, 0) - Pos_TownHallComm;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.10526315789473684;1.0;1.0;1.0;1.0; ;270;238;16;16;=16* 100 / 270
HCity2TownHall--('ADD_ASSOC', 'committee', 7, 5, False) - Pos_AssocCity;0.6842105263157895;0.5789473684210527;0.9473684210526315;0.2631578947368421;0.6842105263157895;0.6842105263157895;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.6842105263157895;0.2631578947368421;0.2631578947368421;0.8947368421052632;1.0;1.0;0.9473684210526315;0.2631578947368421;0.6842105263157895; ;494;170;119;205;=205* 100 / 494
HCity2TownHall--('DELETE_ELEMENT', 5) - Pos_AssocCity;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;1.0;0.2631578947368421;0.6842105263157895;0.6842105263157895; ;49;0;16;33;=33* 100 / 49
HCity2TownHall--('DELETE_ELEMENT', 5) - Pos_TownHallComm;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.10526315789473684;0.05263157894736842;0.05263157894736842;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.05263157894736842;0.6842105263157895;0.6842105263157895; ;49;0;33;16;=16* 100 / 49
HCity2TownHall--('DELETE_ELEMENT', 7) - Pos_AssocCity;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.9473684210526315;0.9473684210526315; ;254;0;170;84;=84* 100 / 254
HCity2TownHall--('DELETE_ELEMENT', 7) - Pos_TownHallComm;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.9473684210526315;0.9473684210526315; ;254;0;238;16;=16* 100 / 254
HCity2TownHall--('DELETE_ELEMENT', 9) - Pos_AssocCity;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;1.0;1.0; ;254;0;170;84;=84* 100 / 254
HCity2TownHall--('DELETE_ELEMENT', 9) - Pos_TownHallComm;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;0.15789473684210525;0.15789473684210525;0.15789473684210525;1.0;1.0;0.15789473684210525;1.0;1.0; ;254;0;238;16;=16* 100 / 254
HCity2TownHall--('RENAME_CLASS', 3, 'NamedElement') - Pos_AssocCity;1.0;1.0;1.0;1.0;0.42105263157894735;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0; ;32;0;16;16;=16* 100 / 32
HCity2TownHall--('RENAME_CLASS', 3, 'NamedElement') - Pos_TownHallComm;1.0;1.0;1.0;1.0;0.42105263157894735;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0; ;32;0;16;16;=16* 100 / 32
HCity2TownHall--('RENAME_CLASS', 5, 'NamedElement') - Pos_AssocCity;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;0.2631578947368421;0.2631578947368421;0.2631578947368421;1.0;1.0;0.2631578947368421;0.6842105263157895;0.6842105263157895; ;49;0;16;33;=33* 100 / 49
HCity2TownHall--('RENAME_CLASS', 5, 'NamedElement') - Pos_TownHallComm;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.10526315789473684;0.05263157894736842;0.05263157894736842;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.05263157894736842;0.6842105263157895;0.6842105263157895; ;49;0;33;16;=16* 100 / 49
HCity2TownHall--('RENAME_CLASS', 7, 'NamedElement') - Pos_AssocCity;1.0;0.10526315789473684;0.10526315789473684;0.10526315789473684;1.0;1.0;0.10526315789473684;0.10526315789473684;0.10526315789473684;1.0;0.10526315789473684;0.10526315789473684;0.10526315789473684;1.0;1.0;0.10526315789473684;0.9473684210526315;0.9473684210526315; ;1282;0;720;562;=562* 100 / 1282
HCity2TownHall--('RENAME_CLASS', 7, 'NamedElement') - Pos_TownHallComm;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;1.0;0.05263157894736842;0.9473684210526315;0.9473684210526315; ;1282;0;1266;16;=16* 100 / 1282
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), ('concat', ((3, 'name'), ('constant', ' TownHall'))))) - Pos_AssocCity;0.5789473684210527;0.42105263157894735;0.7894736842105263;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.7894736842105263;0.10526315789473684;0.42105263157894735; ;88;24;16;48;=48* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), ('concat', ((3, 'name'), ('constant', ' TownHall'))))) - Pos_TownHallComm;0.5789473684210527;0.42105263157894735;0.9473684210526315;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.9473684210526315;0.10526315789473684;0.42105263157894735; ;88;56;16;16;=16* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), (3, 'name'))) - Pos_AssocCity;0.5789473684210527;0.42105263157894735;0.7894736842105263;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.7894736842105263;0.10526315789473684;0.42105263157894735; ;88;24;16;48;=48* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), (3, 'name'))) - Pos_TownHallComm;0.5789473684210527;0.42105263157894735;0.9473684210526315;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.9473684210526315;0.10526315789473684;0.42105263157894735; ;88;56;16;16;=16* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), ('constant', ' TownHall'))) - Pos_AssocCity;0.5789473684210527;0.42105263157894735;0.7894736842105263;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.7894736842105263;0.10526315789473684;0.42105263157894735; ;88;24;16;48;=48* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), ('constant', ' TownHall'))) - Pos_TownHallComm;0.5789473684210527;0.42105263157894735;0.9473684210526315;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.9473684210526315;0.10526315789473684;0.42105263157894735; ;88;56;16;16;=16* 100 / 88
HCity2TownHall--('MODIFY_EQUATION', 0, ((7, 'name'), ('concat', (('constant', ' TownHall'), (3, 'name'))))) - Pos_AssocCity;0.5789473684210527;0.42105263157894735;0.7894736842105263;0.21052631578947367;0.5789473684210527;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.5789473684210527;0.21052631578947367;0.21052631578947367;0.631578947368421;1.0;1.0;0.7894736842105263;0.10526315789473684;0.42105263157894735; ;88;24;16;48;=48* 100 / 88
